chromosome	start	end	gene	log2	baf	cn	cn1	cn2	depth	probes	weight	sem	ci_lo	ci_hi	pi_lo	pi_hi
chr10	50294150	50629729	SGMS1,SGMS1,SGMS1-AS1	0.168424	0.404762	2	1	1	40.0756	457	407.469	0.0129929	0.148638	0.194348	-0.436264	0.662386
chr10	50629729	50987163	SGMS1-AS1,ASAH2B,A1CF	-0.061816	0.382353	2	1	1	31.6428	449	405.434	0.0111902	-0.0836532	-0.044663	-0.617119	0.341337
chr10	50987163	52323134	PRKG1,PRKG1,PRKG1-AS1,DKK1	0.0528974	0.416667	2	1	1	36.5973	1706	1568.13	0.00601608	0.0440703	0.0623414	-0.454007	0.481155
chr10	52323134	58173912	LNCAROD,LOC105378305,MBL2,PCDH15,ZWINT	-0.0425196	0.409091	2	1	1	34.8361	6845	6233.64	0.00293004	-0.046906	-0.0367751	-0.58506	0.387837
chr10	58173912	58403036	IPMK,IPMK,CISD1,CISD1,LOC112268068,UBE2D1,TFAM	0.146614	0.416667	2	1	1	40.9639	289	256.554	0.0157326	0.118963	0.171329	-0.313	0.741597
chr10	58403036	58714645	BICC1	-0.0459769	0.409091	2	1	1	33.5242	407	360.855	0.0137234	-0.0651494	-0.0271399	-0.729679	0.367319
chr10	58714645	59393558	BICC1,LINC00844,CCEPR,PHYHIPL,FAM13C	0.0745946	0.411765	2	1	1	35.9871	899	823.005	0.00785224	0.0648515	0.0878446	-0.398308	0.507729
chr10	59394263	59596597	-	-0.0420625	0.4	2	1	1	32.9464	242	216.344	0.0154959	-0.0677948	-0.0172094	-0.734271	0.348826
chr10	59596597	59627617	-	0.148316	0.418011	2	1	1	37.8737	44	39.2611	0.0343747	0.0860931	0.223237	-0.217562	0.574332
chr10	59627617	59789062	SLC16A9,MRLN,CCDC6	-0.138551	0.382308	2	1	1	30.4733	218	193.81	0.0176525	-0.179961	-0.112815	-0.73198	0.331117
chr10	59789062	61191303	CCDC6,LINC01553,ANK3,ANK3,ANK3,CDK1,RHOBTB1,LINC00845,-	0.116934	0.416667	2	1	1	38.3995	1889	1695.23	0.005983	0.104718	0.127095	-0.363678	0.629953
chr10	61191303	61594561	TMEM26,TMEM26-AS1	0.00161911	0.411765	2	1	1	34.8668	515	474.091	0.00968658	-0.0146091	0.016666	-0.472753	0.426568
chr10	61594561	62117670	CABCOCO1,ARID5B	0.268234	0.423077	3	2	1	44.0538	694	612.796	0.0123402	0.244265	0.295019	-0.306152	0.90922
chr10	62117670	62153625	-	0.00445588	0.411036	2	1	1	38.2104	49	39.1869	0.0367549	-0.0613611	0.0596129	-0.516553	0.454988
chr10	62153625	62277704	RTKN2	0.189244	0.401923	2	1	1	41.9426	147	132.908	0.0174635	0.155738	0.230501	-0.204923	0.612099
chr10	62277704	63095502	LOC283045,ZNF365,ADO,EGR2	-0.035627	0.4	2	1	1	31.5721	1088	949.516	0.00816003	-0.0526337	-0.0215214	-0.581037	0.49567
chr10	63095502	63727885	NRBF2,NRBF2,JMJD1C,JMJD1C,JMJD1C,REEP3,REEP3	0.250097	0.428571	3	2	1	45.7858	852	701.783	0.00931861	0.232359	0.264275	-0.235512	0.833509
chr10	63727885	67829563	ANXA2P3,LINC02671,LINC01515,CTNNA3,DNAJC12	-0.0571245	0.4	2	1	1	33.7149	5012	4491.48	0.00359406	-0.0614956	-0.0507538	-0.63113	0.363655
chr10	67829563	68167962	DNAJC12,SIRT1,HERC4,MYPN	0.0875165	0.425926	2	1	1	40.6281	459	373.825	0.0114348	0.0707131	0.108205	-0.39051	0.651585
chr10	68167962	68304026	MYPN,ATOH7,PBLD	-0.135077	0.411765	2	1	1	31.3322	192	165.187	0.0175721	-0.167345	-0.100068	-0.672099	0.272482
chr10	68304026	68793295	PBLD,HNRNPH3,RUFY2,DNA2,SLC25A16,TET1,CCAR1	0.0652731	0.416667	2	1	1	40.5635	668	509.4	0.0104786	0.0454695	0.0792821	-0.429127	0.612578
chr10	68793295	68865910	STOX1	-0.152906	0.986111	2	2	0	32.5286	100	77.0656	0.0248119	-0.200193	-0.113203	-0.667722	0.296211
chr10	68865910	69244493	STOX1,DDX50,DDX21,KIFBP,SRGN,VPS26A,SUPV3L1,LOC101928994,HKDC1	0.167747	0.416667	2	1	1	40.4316	526	438.714	0.0115679	0.143427	0.191981	-0.350462	0.72355
chr10	69244493	69314288	HKDC1,HK1	-0.0646102	0.418258	2	1	1	32.9178	98	78.5801	0.0250162	-0.113327	-0.0144921	-0.477704	0.39933
chr10	69314288	69488423	HK1,TACR2,TSPAN15	0.423865	0.424242	3	2	1	45.9534	245	206.528	0.0210442	0.380326	0.457963	-0.0933163	1.22293
chr10	69488423	70144071	TSPAN15,NEUROG3,FAM241B,COL13A1,MACROH2A2,AIFM2,TYSND1	-0.151682	0.366667	2	1	1	27.7554	915	739.996	0.0104568	-0.166694	-0.129375	-0.75659	0.439912
chr10	70144071	70907584	TYSND1,SAR1A,PPA1,NPFFR1,LRRC20,EIF4EBP2,NODAL,PALD1,PALD1,PRF1,ADAMTS14,TBATA,SGPL1,PCBD1	0.0940145	0.411765	2	1	1	34.7949	1056	882.659	0.00974783	0.0760342	0.114782	-0.448731	0.753676
chr10	70907584	71200863	LINC02622	-0.227171	0.348913	2	1	1	25.3588	410	317.822	0.0168958	-0.261323	-0.200807	-0.889021	0.338142
chr10	71200863	71269952	UNC5B	0.243718	0.4	3	2	1	34.3449	98	81.3964	0.0270279	0.192114	0.28811	-0.256297	0.775366
chr10	71269952	71308727	UNC5B	-0.101896	0.407407	2	1	1	27.7365	55	44.9925	0.0326175	-0.164605	-0.039605	-0.535604	0.325181
chr10	71308727	71380637	SLC29A3	0.207093	0.423729	3	2	1	38.2502	101	87.0117	0.0262811	0.151515	0.247915	-0.333186	0.698835
chr10	71380637	71707051	CDH23	-0.0615787	0.391304	2	1	1	28.8469	455	367.424	0.0157667	-0.0911251	-0.0380998	-0.620631	0.615531
chr10	71707051	71778256	CDH23	0.3512	0.438596	3	2	1	41.5363	100	86.6032	0.0327565	0.291431	0.409724	-0.196978	1.16955
chr10	71778256	71829721	CDH23,PSAP	-0.000880178		2			32.2915	73	61.9194	0.0415838	-0.0697232	0.0738279	-0.530505	0.88304
chr10	71829721	71878366	PSAP,-	0.521943	0.449275	3	2	1	54.5112	64	49.2554	0.0405019	0.435967	0.605225	-0.0883816	1.07367
chr10	71878366	71955915	-	-0.0564892	0.4	2	1	1	33.1869	109	89.6614	0.0276258	-0.111237	-0.0034471	-0.665686	0.50531
chr10	71955915	72900613	CHST3,SPOCK2,ASCC1,ASCC1,ANAPC16,DDIT4,DNAJB12,DNAJB12,MICU1,MCU,MCU,OIT3	0.132012	0.419355	2	1	1	39.7859	1293	1075.45	0.00829138	0.117427	0.147909	-0.447823	0.73643
chr10	72900613	73000722	OIT3,PLA2G12B	-0.109395	0.4	2	1	1	33.2377	134	113.401	0.0233442	-0.147396	-0.0580102	-0.537295	0.444814
chr10	73000722	73257341	P4HA1,NUDT13,ECD,FAM149B1,DNAJC9,DNAJC9-AS1	0.188611	0.3	2	1	1	42.755	350	288.816	0.0139398	0.162359	0.208383	-0.278887	0.724983
chr10	73257341	73353926	DNAJC9-AS1,CFAP70	-0.06399	0	2	2	0	34.8933	128	109.513	0.0216164	-0.109328	-0.0185263	-0.537863	0.361915
chr10	73353926	74271128	CFAP70,ANXA7,MSS51,PPP3CB,PPP3CB-AS1,USP54,MYOZ1,SYNPO2L,BMS1P4-AGAP5,BMS1P4-AGAP5,GLUD1P3,SEC24C,FUT11,CHCHD1,ZSWIM8,NDST2,CAMK2G,CAMK2G,C10orf55,VCL,AP3M1,ADK	0.247769	0.416667	3	2	1	43.8565	1237	1003.17	0.00836067	0.232309	0.264742	-0.305071	0.879689
chr10	74271128	74808337	ADK	-0.0660689	0.407407	2	1	1	36.1852	689	587.996	0.0099536	-0.0850058	-0.0491407	-0.677416	0.406381
chr10	74808337	75303245	KAT6B,DUSP29,DUSP13,DUSP13,SAMD8,SAMD8,VDAC2,COMTD1,ZNF503	0.093368	0.415094	2	1	1	37.7889	686	574.516	0.0109926	0.0743477	0.117165	-0.45625	0.645595
chr10	75303245	75394895	ZNF503	-0.15035	0.382353	2	1	1	29.8359	126	103.502	0.0235672	-0.198227	-0.105928	-0.699825	0.282571
chr10	75394895	75408995	ZNF503,ZNF503-AS2	0.510325	0.385965	3	2	1	47.1956	18	17.1884	0.104165	0.366216	0.688574	0.107735	1.62259
chr10	75408995	77828548	LOC101929234,LRMDA,KCNMA1,KCNMA1,DLG5	-0.0969923	0.380952	2	1	1	29.0494	3292	2803.33	0.0051518	-0.105398	-0.0857497	-0.681747	0.462444
chr10	77828548	77928657	DLG5,DLG5-AS1	0.325038	0.428571	3	2	1	43.8332	138	117.442	0.0218391	0.289095	0.366175	-0.128216	0.817789
chr10	77928657	78055557	DLG5-AS1,POLR3A,RPS24	0.0158851	0.391304	2	1	1	34.6801	173	140.52	0.026101	-0.0308467	0.0699911	-0.628866	0.707741
chr10	78055557	78960069	RPS24,LINC00856,LINC00595,ZMIZ1-AS1	-0.11653	0.354503	2	1	1	26.9146	1238	956.044	0.00929901	-0.133744	-0.0915892	-0.729983	0.492067
chr10	78960069	78978399	ZMIZ1-AS1	0.479959	0.429287	3	2	1	42.8918	25	19.3018	0.0686025	0.349429	0.609379	-0.0529778	1.3057
chr10	78978399	79065114	ZMIZ1-AS1	-0.00134885	0.368641	2	1	1	30.4234	123	99.68	0.028262	-0.0457669	0.0459283	-0.530111	0.508956
chr10	79065114	79491638	ZMIZ1-AS1,ZMIZ1,ZMIZ1,ZMIZ1,PPIF,ZCCHC24	0.289972	0.420526	3	2	1	39.7697	594	512.597	0.0132308	0.266953	0.309345	-0.320953	0.985469
chr10	79491638	80052816	LOC729815,EIF5AL1,SFTPA2,SFTPA1,LINC02679,BEND3P3,NUTM2B-AS1,NUTM2B-AS1,NUTM2B-AS1,NUTM2E,BMS1P21,SFTPD,TMEM254-AS1	-0.0951353	0.363636	2	1	1	31.5516	715	610.742	0.0110614	-0.118959	-0.0788587	-0.686871	0.48217
chr10	80052816	80214261	TMEM254-AS1,TMEM254,PLAC9,ANXA11,ANXA11,LINC00857	0.305069	0.416667	3	2	1	45.0832	217	179.911	0.0217316	0.27	0.348326	-0.244484	0.885021
chr10	80214261	80402495	LINC00857,LOC100130698,MAT1A,DYDC1,DYDC2	-0.0421144	0.192012	2	2	0	33.5138	256	216.989	0.0197288	-0.0816976	-0.00559603	-0.59967	0.534831
chr10	80402495	80542085	PRXL2A,TSPAN14,TSPAN14,LOC101929574,SH2D4B	0.386902	0.419355	3	2	1	44.8841	192	162.992	0.0218508	0.35378	0.431181	-0.199504	0.980739
chr10	80542085	84311708	SH2D4B,LINC02655,NRG3,LINC02650,-,GHITM,CERNA2,C10orf99,CDHR1,LRIT2,LRIT1,RGR,LINC00858	-0.105379	0.4	2	1	1	31.1894	4727	4167.77	0.00372213	-0.111764	-0.0982551	-0.653947	0.344412
chr10	84311708	84544358	CCSER2	0.186639	0.444444	2	1	1	43.9342	309	260.314	0.0136549	0.162124	0.21111	-0.31337	0.647278
chr10	84544358	86440097	LINC01519,LINC02647,LOC101929662,LINC01520,GRID1-AS1,GRID1,GRID1,WAPL	-0.131634	0.384615	2	1	1	29.3733	2458	2084.51	0.00584863	-0.140923	-0.122192	-0.757782	0.3853
chr10	86440097	86538092	WAPL	0.0971514	0.413462	2	1	1	39.3987	133	112.005	0.0249305	0.0464297	0.148236	-0.398688	0.759815
chr10	86538092	86623396	-	-0.243233	0.375	2	1	1	30.1359	117	94.2882	0.0258926	-0.292446	-0.182111	-0.743836	0.272392
chr10	86623396	87225465	OPN4,LDB3,BMPR1A,MMRN2,MMRN2,SNCG,ADIRF,AGAP11,FAM25A,GLUD1,SHLD2,-,NUTM2A	0.160662	0.421053	2	1	1	40.1059	826	687.911	0.00965559	0.143081	0.177326	-0.383039	0.729487
chr10	87225465	87484904	NUTM2A,NUTM2A-AS1,NUTM2A-AS1,LINC00863,NUTM2D,FAM245A,-	-0.12214	0.361111	2	1	1	29.8691	342	289.859	0.0163051	-0.152915	-0.096467	-0.796019	0.404515
chr10	87484904	87551174	MIR4678,MINPP1	0.207274	0.414214	3	2	1	43.8487	85	73.8774	0.0288829	0.156887	0.250403	-0.258443	0.628526
chr10	87551174	87651988	MINPP1	-0.0405863	0.4	2	1	1	33.5625	141	127.384	0.0233897	-0.0877748	-0.00450477	-0.553586	0.429262
chr10	87651988	88261812	PAPSS2,ATAD1,CFL1P1,KLLN,KLLN,PTEN,PTEN,-	0.203467	0.423077	3	2	1	40.3771	808	717.012	0.00813449	0.18938	0.221021	-0.232195	0.663548
chr10	88261812	88930855	RNLS,LIPJ,LIPF,LIPK,LIPN,LIPM,ANKRD22,STAMBPL1	-0.00950779	0.407407	2	1	1	33.9552	865	788.554	0.00846457	-0.0238556	0.00437809	-0.598741	0.405452
chr10	88930855	89870617	ACTA2-AS1,ACTA2,ACTA2,FAS,FAS,MIR4679-2,CH25H,CH25H,LIPA,IFIT2,IFIT3,IFIT1B,IFIT1,IFIT5,SLC16A12,PANK1,FLJ37201,KIF20B,LINC00865,LINC01374	0.197921	0.419355	2	1	1	40.2807	1244	1109.31	0.00832896	0.181008	0.213479	-0.333551	0.805001
chr10	89870617	90845629	LINC01374,LINC01375,LINC02653,HTR7	-0.0595308	0.405084	2	1	1	33.2328	1267	1147.65	0.00704323	-0.0699635	-0.0461541	-0.61149	0.366681
chr10	90845629	91636636	HTR7,RPP30,ANKRD1,XLOC_008559,LOC105378430,LINC00502,NUDT9P1,PCGF5,HECTD2-AS1,HECTD2-AS1,PPP1R3C	0.0800803	0.405084	2	1	1	35.5014	1026	911.669	0.00904919	0.0613797	0.0950651	-0.573329	0.5938
chr10	91636636	91757191	-	-0.0839402	0.291667	2	1	1	32.2836	153	133.84	0.0208337	-0.118312	-0.0519882	-0.672057	0.332164
chr10	91757191	92654653	TNKS2-AS1,TNKS2,TNKS2,FGFBP3,BTAF1,BTAF1,CPEB3,MARCHF5,MARK2P9,IDE,KIF11	0.114591	0.4	2	1	1	41.0532	1214	987.569	0.0077896	0.100635	0.128374	-0.426297	0.669284
chr10	92654653	92821738	KIF11,HHEX	-0.0389349	0.6	2	1	1	34.5416	232	195.739	0.017432	-0.0637199	-0.00236898	-0.525429	0.415333
chr10	92821738	93497831	EXOC6,EXOC6,CYP26C1,CYP26A1,MYOF,MYOF,CEP55	0.158478	0.424621	2	1	1	40.2601	905	767.214	0.0123105	0.138778	0.182022	-0.46537	1.08663
chr10	93497831	94080864	CEP55,FFAR4,RBP4,PDE6C,FRA10AC1,LGI1,-,SLC35G1,PIPSL,PLCE1	-0.0559769	0.391304	2	1	1	31.9913	784	686.88	0.0104407	-0.0727198	-0.0356634	-0.71236	0.463969
chr10	94081569	94615253	PLCE1,NOC3L,TBC1D12,HELLS	0.114406	0.421053	2	1	1	38.6258	720	613.597	0.00959431	0.0959048	0.134437	-0.355717	0.575517
chr10	94615253	95178546	CYP2C18,CYP2C19,CYP2C9,CYP2C8,-	-0.164319	0.381818	2	1	1	32.1737	649	538.274	0.0124507	-0.181755	-0.14349	-0.91027	0.335118
chr10	95178546	95924434	ACSM6,PDLIM1,PDLIM1,SORBS1,SORBS1,ALDH18A1,ALDH18A1,TCTN3,ENTPD1,ENTPD1-AS1	0.249959	0.424242	3	2	1	40.515	1009	880.089	0.0093992	0.228499	0.264771	-0.321411	0.826428
chr10	95925139	96034413	ENTPD1-AS1	-0.0409471	0.623311	2	1	1	34.1944	145	131.819	0.0199343	-0.075665	-0.00155717	-0.536245	0.383161
chr10	96034413	96305132	ENTPD1-AS1,ZNF518A,BLNK,DNTT	0.115729	0.425	2	1	1	37.7782	363	319.265	0.0142626	0.0927418	0.14121	-0.412175	0.658285
chr10	96305132	96511697	DNTT,OPALIN,TLL2	-0.0705421	0.37037	2	1	1	29.4196	293	247.412	0.0166648	-0.103981	-0.0362575	-0.590628	0.535907
chr10	96511697	96967125	TLL2,TM9SF3,PIK3AP1,RPL13AP5,MIR607,LOC102723665,LCOR	0.10161	0.428571	2	1	1	39.1604	615	522.676	0.0109053	0.0841154	0.123545	-0.392791	0.622448
chr10	96967125	97268865	LCOR,SLIT1,ARHGAP19-SLIT1	-0.134061	0.384615	2	1	1	28.655	427	353.938	0.0149132	-0.160595	-0.107057	-0.620713	0.399967
chr10	97268865	97751788	ARHGAP19-SLIT1,FRAT1,FRAT2,RRP12,LOC644215,PGAM1,EXOSC1,ZDHHC16,MMS19,UBTD1,ANKRD2,HOGA1,MORN4,PI4K2A,AVPI1,MARVELD1,ZFYVE27	0.162215	0.415584	2	1	1	39.738	660	523.339	0.0121591	0.137533	0.183174	-0.425955	0.787976
chr10	97751788	98410256	ZFYVE27,SFRP5,LINC00866,GOLGA7B,CRTAC1,R3HCC1L,LOXL4,PYROXD2	-0.136064	0.37037	2	1	1	28.5881	904	756.16	0.0105768	-0.158956	-0.115594	-0.75954	0.417572
chr10	98410256	98475821	PYROXD2,HPS1,LOC101927278,HPSE2	0.17533	0.432432	2	1	1	37.5417	92	79.8748	0.0324036	0.116694	0.236208	-0.292568	0.94067
chr10	98476526	99603113	HPSE2,HPSE2,CNNM1,GOT1,LINC01475,NKX2-3	-0.0809195	0.391304	2	1	1	32.3929	1489	1286.55	0.00739665	-0.0940895	-0.0693675	-0.753328	0.385001
chr10	99603113	100014126	SLC25A28,ENTPD7,COX15,CUTC,ABCC2,DNMBP,DNMBP	0.147942	0.409091	2	1	1	39.6714	561	471.361	0.0138277	0.12084	0.172143	-0.506711	0.785064
chr10	100014126	100155831	CPN1,ERLIN1	-0.113436	0.4	2	1	1	31.9497	199	168.163	0.0175018	-0.151213	-0.0720427	-0.579156	0.411473
chr10	100155831	100287666	ERLIN1,CHUK,CWF19L1,BLOC1S2	0.214657	0.416126	3	2	1	42.4311	179	154.523	0.0195179	0.171308	0.257436	-0.208396	0.753804
chr10	100287666	100332080	PKD2L1	-0.0560212	0.393939	2	1	1	31.8322	63	54.0685	0.0289412	-0.110405	-0.00392698	-0.509799	0.359676
chr10	100332080	100383545	SCD,SCD,OLMALINC,OLMALINC	0.375647	0.569498	3	2	1	46.1721	71	57.8616	0.0330772	0.318719	0.431711	-0.130105	0.952179
chr10	100383545	100869994	OLMALINC,WNT8B,SEC31B,NDUFB8,HIF1AN,HIF1AN,PAX2	-0.181199	0.369396	2	1	1	28.5803	669	548.679	0.0121607	-0.199326	-0.159133	-0.769879	0.430409
chr10	100869994	101074443	SLF2,SEMA4G,MRPL43,TWNK,LZTS2,PDZD7,SFXN3,KAZALD1	0.245486	0.411765	3	2	1	41.0351	283	243.767	0.0191218	0.209353	0.284244	-0.311468	0.937888
chr10	101074443	101811166	TLX1NB,LINC01514,LBX1,LBX1-AS1,LINC02681,BTRC,POLL,DPCD,FBXW4,FGF8,NPM3,OGA	-0.0962381	0.37037	2	1	1	31.5683	1022	849.881	0.00974172	-0.116799	-0.0745864	-0.720462	0.475359
chr10	101811166	101821036	OGA,KCNIP2-AS1	0.610175	0.608754	3	2	1	56.942	14	10.6528	0.0632803	0.487552	0.711983	0.284541	1.00162
chr10	101821036	102112905	KCNIP2-AS1,KCNIP2,ARMH3,HPS6,LDB1	-0.00285038	0.383484	2	1	1	35.1492	411	337.773	0.0131771	-0.024305	0.0221989	-0.557474	0.461202
chr10	102112905	102154500	LDB1,PPRC1,NOLC1	0.392051	0.447822	3	2	1	46.4013	54	40.7877	0.0377786	0.319143	0.458669	-0.185537	0.932634
chr10	102154500	102224295	NOLC1	-0.0815709	0.422222	2	1	1	33.5258	99	77.8765	0.0301471	-0.130237	-0.0237051	-0.623474	0.398539
chr10	102224295	102249675	ELOVL3,PITX3,GBF1	0.384776	0.452381	3	2	1	44.2191	34	28.3171	0.0553582	0.267335	0.506108	-0.0900463	1.12132
chr10	102249675	102392084	GBF1	-0.0108404	0.382837	2	1	1	34.8162	200	160.425	0.0154635	-0.0422804	0.018373	-0.397453	0.350804
chr10	102392084	102870778	NFKB2,PSD,FBXL15,CUEDC2,MIR146B,RPARP-AS1,MFSD13A,MFSD13A,ACTR1A,SUFU,SUFU,TRIM8,ARL3,SFXN2,SFXN2,WBP1L,CYP17A1,BORCS7-ASMT	0.323138	0.422049	3	2	1	45.0104	653	523.346	0.0137283	0.294524	0.351102	-0.296263	1.05985
chr10	102870778	103038567	BORCS7-ASMT,LOC107984265,CNNM2	0.00752129	0.405405	2	1	1	37.3081	233	192.622	0.0170247	-0.0273865	0.040894	-0.540461	0.510058
chr10	103038567	103246542	CNNM2,NT5C2,RPEL1	0.18378	0.42	2	1	1	41.7303	284	229.953	0.0179569	0.151904	0.212019	-0.389753	0.759122
chr10	103246542	103325501	RPEL1,INA,PCGF6	-0.0978885	0.394444	2	1	1	33.8459	107	83.1857	0.0263633	-0.147925	-0.0586576	-0.620127	0.307744
chr10	103325501	104139774	PCGF6,TAF5,ATP5MD,PDCD11,PDCD11,CALHM2,CALHM1,CALHM1,CALHM3,CALHM3,NEURL1-AS1,NEURL1,NEURL1,SH3PXD2A,SH3PXD2A,STN1,SLK,COL17A1,SFR1,CFAP43	0.251766	0.423077	3	2	1	41.0081	1114	940.708	0.00951757	0.230301	0.271551	-0.318533	0.89931
chr10	104140479	104249754	CFAP43	-0.0482348	0.4	2	1	1	32.2424	150	131.889	0.0161323	-0.0754173	-0.0228456	-0.478723	0.307728
chr10	104249754	104363258	GSTO1,MIR4482,GSTO2,GSTO2,ITPRIP,CFAP58-DT,CFAP58,CFAP58	0.549576	0.428571	3	2	1	52.9159	156	137.718	0.0321469	0.476313	0.604352	-0.21154	1.23018
chr10	104363258	109874932	CFAP58,LINC02620,SORCS3,SORCS3,LINC02627,LINC02624,SORCS1,-,LINC01435,XPNPEP1	-0.141161	0.386364	2	1	1	29.6349	7257	6388.1	0.00300999	-0.146462	-0.135996	-0.712181	0.291407
chr10	109874932	110312736	XPNPEP1,ADD3-AS1,ADD3,ADD3,ADD3,LOC105378479,MXI1,MXI1,SMNDC1,SMNDC1	0.139207	0.421687	2	1	1	38.5668	604	530.355	0.0110586	0.112199	0.161791	-0.431763	0.675073
chr10	110312736	110352215	-	-0.00901982	0.365854	2	1	1	31.7648	55	47.8671	0.0356857	-0.0767608	0.0554051	-0.480825	0.41357
chr10	110352215	110978254	DUSP5,SMC3,RBM20,RBM20,PDCD4-AS1,PDCD4,PDCD4,BBIP1,SHOC2,SHOC2	0.232957	0.415094	3	2	1	41.0141	851	745.673	0.0105206	0.209558	0.25371	-0.333132	0.881585
chr10	110978254	112361459	SHOC2,ADRA2A,HEAT2,GPAM,TECTB,GUCY2GP	-0.140491	0.363636	2	1	1	29.0909	1835	1584.07	0.00720264	-0.154426	-0.125978	-0.691531	0.369269
chr10	112361459	112842973	ACSL5,ZDHHC6,VTI1A	0.0761743	0.408249	2	1	1	36.3081	656	580.113	0.0104386	0.0541455	0.094231	-0.400694	0.648475
chr10	112842973	112944493	VTI1A	-0.196672	0.36	2	1	1	28.7095	143	119.987	0.0224034	-0.236504	-0.146792	-0.756914	0.264856
chr10	112944493	113165157	TCF7L2	0.150421	0.424242	2	1	1	35.825	311	274.26	0.0159622	0.117517	0.178124	-0.384529	0.668531
chr10	113165157	113818690	TCF7L2,HABP2,NRAP,CASP7,PLEKHS1	-0.0424169	0.390774	2	1	1	30.584	909	786.52	0.00916698	-0.0602116	-0.0220758	-0.568202	0.461041
chr10	113818690	114983347	DCLRE1A,NHLRC2,ADRB1,CCDC186,TDRD1,VWA2,AFAP1L2,ABLIM1,ABLIM1,ABLIM1,LOC101927692,FAM160B1,TRUB1	0.132342	0.413793	2	1	1	37.5276	1604	1414.82	0.00688434	0.118586	0.146532	-0.385086	0.723782
chr10	114983347	118715605	LINC02626,ATRNL1,GFRA1,CCDC172,PNLIPRP3,PNLIP,PNLIPRP1,PNLIPRP2,C10orf82,HSPA12A,ENO4,SHTN1,VAX1,MIR3663HG,KCNK18,SLC18A2,PDZD8,EMX2OS,EMX2,RAB11FIP2,CASC2,FAM204A,LINC00867,PRLHR,CACUL1	-0.103431	0.392857	2	1	1	30.6324	4852	4194.34	0.00418882	-0.110552	-0.0967936	-0.677131	0.404355
chr10	118715605	118781875	CACUL1	0.234677	0.416667	3	2	1	42.7897	87	74.0985	0.0362384	0.174033	0.308903	-0.258059	0.888022
chr10	118781875	118944730	-	-0.132312	0.391304	2	1	1	30.4525	224	188.354	0.0178601	-0.17419	-0.0972726	-0.730547	0.353521
chr10	118944730	119460083	-,NANOS1,EIF3A,EIF3A,DENND10,SFXN4,PRDX3,GRK5,GRK5	0.247466	0.416126	3	2	1	41.8182	711	589.284	0.0123986	0.220073	0.271094	-0.396394	0.899491
chr10	119460083	119646908	RGS10,TIAL1	-0.00506447	0.407407	2	1	1	35.1431	257	215.002	0.0174833	-0.0412847	0.027252	-0.522469	0.518391
chr10	119646908	119706127	BAG3	0.335128	0.428571	3	2	1	45.3374	83	68.032	0.0350532	0.256237	0.397537	-0.238948	0.896145
chr10	119706127	119713882	-	-0.432256	0	1	1	0	25.232	11	9.07529	0.064867	-0.559491	-0.308249	-0.688679	0.0150453
chr10	119713882	119907052	INPP5F,MCMBP,SEC23IP	0.187652	0.416667	2	1	1	40.7209	266	226.148	0.014721	0.159485	0.211836	-0.272132	0.623083
chr10	119907052	122043195	SEC23IP,MIR4682,RPL21,PLPP4,LINC01561,WDR11-AS1,WDR11-AS1,WDR11,FGFR2,ATE1,ATE1-AS1,NSMCE4A,TACC2	-0.139413	0.380952	2	1	1	29.4258	2922	2481.25	0.00543305	-0.151191	-0.127383	-0.737875	0.429154
chr10	122043195	122155290	TACC2	0.115588	0.40625	2	1	1	36.7884	158	135.483	0.0248476	0.0633773	0.16709	-0.348818	0.763608
chr10	122155290	122261745	TACC2	-0.0798991	0.342105	2	1	1	29.5346	150	129.507	0.0207955	-0.122612	-0.0268277	-0.49347	0.407187
chr10	122261745	122511314	BTBD16,PLEKHA1,PLEKHA1,ARMS2,HTRA1,HTRA1	0.226929	0.420204	3	2	1	39.923	337	297.241	0.018039	0.193213	0.262392	-0.36489	0.853341
chr10	122511314	122947708	HTRA1,DMBT1,DMBT1,LOC112577516,C10orf120,DMBT1L1,FAM24B-CUZD1,C10orf88B,FAM24A,C10orf88	-0.199026	0.342868	2	1	1	26.4911	567	458.674	0.0129487	-0.219089	-0.176083	-0.817049	0.339328
chr10	122947708	123049932	C10orf88,PSTK,IKZF5,ACADSB	0.0195193	0.422065	2	1	1	34.3677	141	124.869	0.0265914	-0.0294868	0.0831842	-0.475072	0.678629
chr10	123049932	123147927	ACADSB,HMX3	-0.250958	0.319091	1	1	0	25.3616	137	110.139	0.026079	-0.302355	-0.202502	-0.808806	0.251408
chr10	123147927	123173307	HMX2,BUB3	0.090058	0.558824	2	1	1	35.2146	36	32.7361	0.0521957	-0.00340983	0.197129	-0.287926	0.73718
chr10	123173307	123739420	GPR26	-0.269609	0.291667	1	1	0	24.5496	784	615.929	0.011697	-0.293862	-0.25043	-0.895786	0.34039
chr10	123739420	123898045	CPXM2	0.0830615	0.4	2	1	1	35.1743	222	196.066	0.0221957	0.0403227	0.122786	-0.608228	0.696056
chr10	123898045	124510688	CHST15,OAT,NKX1-2,LHPP	-0.129419	0.377778	2	1	1	28.5193	849	688.443	0.01164	-0.15295	-0.105693	-0.717913	0.598585
chr10	124510688	124555103	LHPP	0.0144129	0.412404	2	1	1	32.8173	63	56.2385	0.0334788	-0.0543933	0.0834614	-0.477804	0.587132
chr10	124555103	124580483	LHPP	0.328524	0.404255	3	2	1	39.7431	36	30.9054	0.0534611	0.221644	0.441757	-0.23111	1.16537
