chromosome	start	end	gene	log2	cn	depth	probes	weight	sem	ci_lo	ci_hi	pi_lo	pi_hi
chr7	144866145	148480605	CNTNAP2	-0.0474056	2	38.5221	4517	4069.01	0.00371905	-0.0532281	-0.0405194	-0.629191	0.365733
chr7	148480605	148547579	-	0.148801	2	43.7479	87	71.0401	0.0286463	0.0984707	0.1964	-0.290343	0.618548
chr7	148547579	148695626	C7orf33	-0.102649	2	37.2671	205	177.529	0.0190806	-0.141867	-0.0699773	-0.682177	0.424489
chr7	148695626	149888461	CUL1,EZH2,RNY5,RNY4,RNY3,RNY1,GHET1,PDIA4,ZNF786,ZNF425,ZNF398,ZNF282,ZNF212,ZNF783,LOC155060,ZNF777,ZNF746,ZNF767P,KRBA1,ZNF467,SSPOP,ZNF862,ATP6V0E2-AS1,ATP6V0E2,ACTR3C	0.0557549	2	40.4147	1624	1354.11	0.00697043	0.0452503	0.072695	-0.512342	0.602113
chr7	149888461	150235314	ACTR3C	-0.0804546	2	34.2501	474	393.537	0.0129524	-0.0994191	-0.0593899	-0.688381	0.452791
chr7	150235314	150486289	ACTR3C,LRRC61,RARRES2,REPIN1,ZNF775,LOC728743,LINC00996,GIMAP8	0.0646953	2	38.1341	345	299.508	0.0149935	0.0352826	0.0938384	-0.484636	0.656231
chr7	150486289	150981189	GIMAP7,GIMAP4,-,GIMAP6,GIMAP2,GIMAP1-GIMAP5,TMEM176B,TMEM176A,AOC1,KCNH2	-0.0851434	2	34.6729	642	527.088	0.0132198	-0.1074	-0.06022	-0.895371	0.471691
chr7	150981189	151128531	NOS3,ATG9B,ABCB8,ASIC3,CDK5,SLC4A2,FASTK,TMUB1,AGAP3	0.184223	2	43.5398	197	167.275	0.0190377	0.144658	0.216763	-0.372737	0.707339
chr7	151128531	151332272	AGAP3,GBX1,ASB10,IQCA1L,ABCF2-H2BE1,CHPF2,SMARCD3	-0.0494691	2	34.0946	284	239.718	0.0176311	-0.0815914	-0.0168127	-0.67529	0.458785
chr7	151332272	151524733	NUB1,WDR86,WDR86-AS1,CRYGN,RHEB	0.135883	2	42.1732	266	232.268	0.0166891	0.103702	0.17127	-0.405161	0.667249
chr7	151524733	151536013	-	-0.400959	1	33.0856	16	12.8447	0.0896388	-0.569594	-0.239379	-1.18078	0.0559662
chr7	151536013	151896260	PRKAG2,PRKAG2,PRKAG2-AS1	0.195884	2	44.2029	503	426.684	0.0122586	0.169678	0.215993	-0.388142	0.729566
chr7	151896260	152100706	GALNTL5,GALNT11	-0.0955644	2	36.3196	276	237.984	0.0169959	-0.127721	-0.0490302	-0.650405	0.412371
chr7	152100706	152871960	GALNT11,KMT2C,FABP5P3,LINC01003,XRCC2,ACTR3B	0.0377413	2	43.8675	1002	780.014	0.00879066	0.0162146	0.0530393	-0.523397	0.555278
chr7	152871960	155185723	LINC01287,DPP6,PAXIP1-AS2,PAXIP1,PAXIP1-DT,HTR5A-AS1,HTR5A	-0.0910988	2	33.2473	3165	2656.04	0.00528485	-0.101208	-0.0835421	-0.724216	0.458662
chr7	155185723	155343639	INSIG1	0.251717	3	45.7005	214	181.065	0.0191715	0.213044	0.287381	-0.382533	0.826121
chr7	155343639	155709527	BLACE,LOC100286906,EN2,CNPY1,LOC100506302,RBM33	-0.0195738	2	34.6338	500	416.76	0.0140989	-0.0402754	0.0051874	-0.69093	0.567708
chr7	155709527	155783550	RBM33	0.213016	3	41.021	102	93.4078	0.0244285	0.172448	0.270026	-0.268535	0.753948
chr7	155783550	156630943	SHH,LOC389602,LOC285889,LINC01006	-0.0424594	2	33.619	1166	962.032	0.00868634	-0.0577866	-0.0255996	-0.643049	0.540096
chr7	156630943	156692982	LINC01006,RNF32,LMBR1	0.169472	2	42.1985	85	78.1623	0.027108	0.110222	0.219887	-0.198867	0.686975
chr7	156693687	157134303	LMBR1,NOM1,MNX1,MNX1-AS1,-	-0.0860018	2	37.3237	592	504.725	0.0132232	-0.111039	-0.0652093	-0.771958	0.497543
chr7	157134303	157423347	UBE3C,DNAJB6	0.0764208	2	41.4924	397	333.135	0.0159573	0.0500386	0.101692	-0.541745	0.629134
chr7	157423347	158643677	LOC101927914,PTPRN2,LINC01022,NCAPG2	-0.0625976	2	32.628	1657	1366.6	0.00794468	-0.0766005	-0.0496218	-0.724591	0.538776
chr7	158643677	159335268	NCAPG2,ESYT2,DYNC2I1,LINC00689,VIPR2	0.0650012	2	39.2677	939	807.295	0.0103484	0.0465289	0.0841955	-0.543057	0.668294
chr8	60000	94546	LOC101927506	0.106966	2	40.9938	47	37.5616	0.0467739	0.032915	0.184665	-0.557722	0.657998
chr8	95251	270096	LOC101927506,RPL23AP53,ZNF596	-0.240924	2	32.7471	208	163.151	0.0275825	-0.295449	-0.185664	-1.10822	0.324217
chr8	270096	770661	FAM87A,FBXO25,TDRP,ERICH1,DLGAP2	0.117846	2	39.6069	674	588.204	0.0114543	0.10563	0.141993	-0.490395	0.745061
chr8	770661	1740771	DLGAP2	-0.0576554	2	32.9149	1298	1068.06	0.00899364	-0.0722914	-0.0388021	-0.748393	0.558318
chr8	1740771	1788713	LOC101927752,CLN8	0.259141	3	43.5796	65	54.9781	0.0354516	0.202018	0.322297	-0.36201	0.73838
chr8	1788713	6400259	MIR3674,MIR596,ARHGEF10,LOC101928058,KBTBD11,MYOM2,LOC101927815,LOC105377785,CSMD1	-0.0428136	2	35.9286	6069	5350.28	0.00344793	-0.0513291	-0.0361737	-0.636045	0.447579
chr8	6400259	6932550	LOC100287015,MCPH1,MCPH1,MCPH1-AS1,MCPH1-AS1,AGPAT5,XKR5,GS1-24F4.2,DEFB1,DEFA6	0.177359	2	43.5432	731	647.174	0.0100422	0.162388	0.197007	-0.371312	0.704876
chr8	6932550	7094000	DEFA4,DEFA8P,DEFA9P,DEFA10P,DEFA1,DEFT1P,DEFA11P,DEFA5	0.00330902	2	33.233	211	170.618	0.0196479	-0.0296365	0.0461929	-0.546235	0.55104
chr8	7094000	7552265	-,LOC101928095,LINC00965,FAM90A7P,FAM66B,ZNF705G,DEFB4B,DEFB103B,SPAG11A,DEFB104B,DEFB106B,DEFB105A,DEFB107A,PRR23D2	-0.263738	1	28.2847	562	423.632	0.0161551	-0.2997	-0.231477	-1.11863	0.386234
chr8	7552265	7585401	FAM90A7P	0.338481	3	50.9694	38	28.2903	0.0629427	0.222006	0.431891	-0.287828	0.97774
chr8	7585401	8006953	-,FAM90A10P,PRR23D2,DEFB107B,DEFB105A,DEFB106B,DEFB104A,SPAG11A,DEFB103A,DEFB4A,ZNF705B,ZNF705B,FAM66E	-0.257133	1	28.4549	394	275.615	0.020965	-0.294098	-0.22164	-1.19796	0.512773
chr8	8009774	8049961	-	0.0845608	2	41.8187	40	26.2361	0.0904122	-0.0709962	0.253552	-0.934464	1.02584
chr8	8049961	8128925	MIR548I3,FAM85B	-0.689667	1	20.6195	85	58.4256	0.0462436	-0.781923	-0.590812	-1.5736	0.115298
chr8	8128925	8207888	FAM85B	0.019239	2	38.6077	107	88.9695	0.0318305	-0.0460886	0.0727518	-0.641912	0.598996
chr8	8207888	8226924	FAM85B	-0.648428	1	20.2354	24	17.0516	0.0619279	-0.762473	-0.5311	-1.12139	-0.110798
chr8	8226924	9213974	FAM85B,FAM86B3P,PRAG1,CLDN23,MFHAS1,ERI1,PPP1R3B,LOC101929128	0.104563	2	42.7536	1366	1183.99	0.00698302	0.0909862	0.115566	-0.397579	0.56918
chr8	9213974	9805498	LOC157273,TNKS	-0.00366638	2	38.5225	798	700.372	0.00937702	-0.0167016	0.0157014	-0.610346	0.482551
chr8	9805498	10764346	MIR124-1HG,MSRA,LINCR-0001,PRSS55,RP1L1,MIR4286,C8orf74,SOX7,LOC102723313	-0.0487218	2	33.8657	1318	1128.79	0.00775871	-0.0620026	-0.0342031	-0.639783	0.467438
chr8	10764346	10844015	LOC102723313,PINX1,LOC101929229	0.223919	3	41.5619	113	101.574	0.0204967	0.188641	0.257835	-0.127625	0.690516
chr8	10844015	11675957	LOC101929229,XKR6,MTMR9,SLC35G5,TDH,FAM167A-AS1,FAM167A,BLK,LINC00208	-0.0487631	2	33.6275	1142	962.648	0.00845829	-0.0632756	-0.0315624	-0.621448	0.488706
chr8	11675957	12041165	GATA4,C8orf49,NEIL2,FDFT1,CTSB,DEFB136,DEFB135,DEFB134	0.0714058	2	38.2575	504	422.118	0.013289	0.0509652	0.095141	-0.549147	0.649888
chr8	12041870	12373879	DEFB130A,ZNF705D,FAM66D,FAM90A2P,FAM86B1,FAM85A,FAM66A	-0.417656	1	25.6193	299	205.602	0.0219399	-0.461122	-0.371777	-1.22099	0.193609
chr8	12373879	12538143	FAM66A,FAM90A25P,FAM86B2,LOC100506990	-0.00586789	2	36.1401	221	180.165	0.0211539	-0.0452496	0.0317241	-0.61435	0.565392
chr8	12540963	12598772	LOC100506990,LOC729732	0.549688	3	67.72	49	27.0969	0.0284572	0.490179	0.61209	0.161555	0.928338
chr8	12598772	12657992	LOC729732	-0.174175	2	32.583	82	71.2782	0.032221	-0.235928	-0.100734	-0.759572	0.380936
chr8	12657992	12832831	LOC729732,MIR5692A1,LONRF1,LOC340357,LINC00681	0.0330884	2	37.5166	237	208.924	0.0156048	0.00725961	0.0630225	-0.357932	0.489825
chr8	12832831	12930825	-	-0.120485	2	35.3179	133	118.894	0.0200524	-0.154042	-0.0850424	-0.644421	0.26319
chr8	12930825	13385547	TRMT9B,DLC1	0.0684772	2	41.9126	620	552.383	0.00994533	0.0478995	0.0818287	-0.427719	0.536663
chr8	13385547	16990187	DLC1,LOC102725080,SGCZ,TUSC3,MSR1	-0.0450097	2	39.5389	4426	4022.86	0.00355764	-0.050256	-0.039142	-0.590616	0.360562
chr8	16990892	19827792	FGF20,MICU3,ZDHHC2,CNOT7,VPS37A,MTMR7,MTMR7,MTMR7,SLC7A2,PDGFRL,MTUS1,FGL1,PCM1,ASAH1,LOC101929066,NAT1,NAT2,PSD3,LOC100128993,SH2D4A,CSGALNACT1,CSGALNACT1,INTS10	0.0653539	2	42.173	3857	3439.25	0.00391353	0.0597604	0.0713529	-0.434266	0.520695
chr8	19827792	20058325	INTS10,LPL	-0.0424353	2	37.514	286	254.29	0.0154857	-0.0705837	-0.020803	-0.675922	0.391473
chr8	20058325	20255724	SLC18A1,ATP6V1B2,LZTS1	0.0858676	2	40.3886	277	241.417	0.0167569	0.0535944	0.118	-0.427509	0.710029
chr8	20255724	22114091	LZTS1,SNORD3F,LOC102467222,LINC02153,LOC101929172,GFRA2,DOK2,XPO7,NPM2,FGF17,DMTN,FAM160B2,NUDT18	-0.113316	2	31.5797	2558	2116.39	0.00547042	-0.122049	-0.102131	-0.679397	0.402729
chr8	22114091	22253680	HR,REEP4,LGI3,SFTPC,BMP1,PHYHIP,POLR3D	0.173263	2	44.1757	189	151.175	0.0211679	0.125179	0.211553	-0.482781	0.651265
chr8	22253680	22531448	POLR3D,LOC100507071,PIWIL2,SLC39A14,PPP3CC	-0.0930892	2	38.1388	381	314.603	0.0138877	-0.12053	-0.0703193	-0.648496	0.426196
chr8	22531448	22675267	PPP3CC,SORBS3,PDLIM2,C8orf58,CCAR2,BIN3	0.204329	3	43.475	200	174.812	0.0194393	0.168289	0.238117	-0.281759	0.672724
chr8	22675267	26125513	EGR3,PEBP4,RHOBTB2,TNFRSF10B,LOC286059,LOC254896,TNFRSF10C,TNFRSF10D,TNFRSF10A,LOC389641,CHMP7,R3HCC1,LOXL2,ENTPD4,SLC25A37,NKX3-1,NKX2-6,STC1,ADAM28,LOC101929294,NEFM,NEFL,DOCK5,GNRH1,KCTD9,CDCA2,EBF2	-0.0441342	2	36.3247	4636	4054.94	0.00390326	-0.0537038	-0.0387261	-0.599856	0.434248
chr8	26125513	26453336	PPP2R2A,SDAD1P1,BNIP3L	0.0653186	2	42.207	445	389.162	0.011689	0.0457618	0.0908913	-0.488764	0.475581
chr8	26453336	26571070	PNMA2,DPYSL2	-0.0858678	2	36.0043	162	141.21	0.020094	-0.121596	-0.0514075	-0.664528	0.390228
chr8	26571070	26664129	DPYSL2	0.191897	2	40.394	129	111.972	0.0262373	0.135141	0.246375	-0.318836	0.693683
chr8	26664129	27285935	ADRA1A,MIR548H4,STMN4,TRIM35	-0.059175	2	35.5862	816	723.188	0.00855563	-0.0733866	-0.0488478	-0.548616	0.370809
chr8	27285935	27780841	TRIM35,PTK2B,CHRNA2,EPHX2,CLU,SCARA3,MIR3622A,CCDC25,ESCO2	0.0785986	2	38.1991	687	605.637	0.0105936	0.0619851	0.100958	-0.5019	0.592127
chr8	27781546	28337788	ESCO2,PBK,SCARA5,NUGGC,ELP3,PNOC	0.00150151	2	36.6516	771	670.122	0.0100859	-0.0203488	0.0245227	-0.525794	0.57596
chr8	28337788	30668501	PNOC,ZNF395,FBXO16,FZD3,EXTL3-AS1,EXTL3,INTS9,HMBOX1,HMBOX1,HMBOX1,KIF13B,KIF13B,KIF13B,DUSP4,LINC00589,LINC02099,LINC02099,LOC101929470,LINC02209,MIR3148,SARAF,LEPROTL1,MBOAT4,DCTN6,RBPMS-AS1,RBPMS,RBPMS,GTF2E2,GTF2E2	0.0906918	2	42.584	3186	2761.03	0.00463213	0.0814332	0.0990009	-0.452064	0.572362
chr8	30668501	37514004	GSR,UBXN8,PPP2CB,TEX15,PURG,WRN,NRG1,-,FUT10,MAK16,TTI2,SNORD13,RNF122,DUSP26,LINC01288,UNC5D,KCNU1,LINC01605	-0.0871658	2	35.9818	9025	7980.89	0.00260702	-0.0917715	-0.0835817	-0.64185	0.3476
chr8	37514004	37927836	LINC01605,ZNF703,LOC101929622,LOC102723701,ERLIN2,PLPBP,ADGRA2,BRF2,RAB11FIP1	0.0962056	2	40.8866	572	472.825	0.0120846	0.0769626	0.121134	-0.565423	0.593603
chr8	37927836	38259183	GOT1L1,ADRB3,EIF4EBP1,ASH2L,STAR,LSM1,BAG4,DDHD2	-0.0879334	2	38.7743	458	363.029	0.0148859	-0.112708	-0.0621862	-0.720902	0.594336
chr8	38259888	38473502	DDHD2,PLPP5,NSD3,LETM2,FGFR1	0.105856	2	45.2361	288	230.424	0.0160179	0.0772721	0.128702	-0.424496	0.712303
chr8	38473502	38694870	C8orf86,RNF5P1	-0.0882438	2	34.8677	311	267.878	0.01573	-0.118829	-0.0630135	-0.594791	0.450436
chr8	38694870	39007888	TACC1,PLEKHA2,HTRA4,TM2D2,ADAM9	0.126991	2	43.8752	429	362.706	0.0123126	0.105465	0.147689	-0.408714	0.614183
chr8	39007888	40085826	ADAM9,ADAM32,ADAM5,ADAM3A,ADAM3A,LOC100130964,ADAM18,ADAM2,IDO1,IDO2	-0.0420957	2	41.7412	1295	1123.36	0.00682396	-0.0533321	-0.0301365	-0.558034	0.400477
chr8	40085826	40217660	TCIM	0.125321	2	43.9039	175	156.387	0.0182273	0.0897145	0.154389	-0.509056	0.496977
chr8	40217660	41463386	SIRLNT,ZMAT4,SFRP1,SNORD65B	-0.101059	2	33.9147	1681	1430.68	0.00689384	-0.115299	-0.0865935	-0.713297	0.407636
chr8	41463386	42575163	GOLGA7,GINS4,LOC102723729,GPAT4,NKX6-3,ANK1,KAT6A,LOC105379393,AP3M2,PLAT,LOC101929897,IKBKB,POLB,DKK4,VDAC3,SLC20A2,SMIM19	0.0110988	2	38.778	1542	1304.46	0.00758416	-0.00300891	0.0243262	-0.598164	0.574983
chr8	42575163	46807112	CHRNB3,CHRNA6,THAP1,RNF170,HOOK3,FNTA,POMK,HGSNAT,POTEA,-,ASNSP1	-0.393651	1	32.4479	4369	3400.36	0.00824577	-0.411363	-0.380119	-1.80141	0.289033
chr8	46807112	46975608	LINC00293	0.0642349	2	35.7249	220	188.635	0.018639	0.0371122	0.0913848	-0.702291	0.606101
chr8	46975608	47256201	LOC100287846	-0.104285	2	36.7575	351	299.206	0.0144795	-0.127207	-0.0803542	-0.678246	0.366432
chr8	47256201	47971782	SPIDR,SPIDR,CEBPD,PRKDC,MCM4	0.1511	2	46.9711	920	754.447	0.0095069	0.132679	0.167461	-0.426425	0.674163
chr8	47971782	48384210	MCM4,UBE2V2	-0.0759327	2	36.1321	541	444.784	0.0129389	-0.0995879	-0.0561103	-0.676945	0.474725
chr8	48384210	48932000	LOC101929268,EFCAB1,SNAI2	0.0897229	2	37.8196	742	634.05	0.0110307	0.0719095	0.106839	-0.561095	0.662864
chr8	48932000	51844380	PPDPFL,LOC100507464,SNTG1,PXDNL,PCMTD1	-0.0555418	2	38.0811	3493	3101.52	0.00440599	-0.0623842	-0.047659	-0.657332	0.387091
chr8	51844380	52230018	PCMTD1,ST18	0.0903375	2	42.1186	507	451.083	0.011389	0.0722622	0.108399	-0.427563	0.536282
chr8	52230018	57875001	ST18,ALKAL1,RB1CC1,NPBWR1,OPRK1,LOC100507516,ATP6V1H,RGS20,TCEA1,LYPLA1,MRPL15,RNU105C,SOX17,RP1,XKR4,TMEM68,TGS1,LYN,RPS20,CERNA3,MOS,PLAG1,CHCHD7,SDR16C5,SDR16C6P,PENK,LOC101929415,LINC00968,BPNT2,LINC01606,LOC286177,LINC00588,LOC101929488,LOC286178	-0.0310467	2	37.7152	7430	6490.47	0.00307044	-0.036585	-0.0245763	-0.604229	0.439453
chr8	57875001	59206757	LINC01602,FAM110B,LOC101929528,UBXN2B,CYP7A1,SDCBP,NSMAF,NSMAF,TOX,LOC100505501	0.0724489	2	41.8338	1754	1589.8	0.00553467	0.0631127	0.0822227	-0.413952	0.496257
chr8	59206757	59571950	-	-0.0395063	2	40.1172	448	401.673	0.0109644	-0.0574584	-0.0223014	-0.558566	0.305486
chr8	59571950	61163149	CA8,LINC01301,RAB2A,CHD7,LOC105375938,LOC100130298	0.0611033	2	40.9491	2051	1847.13	0.00534476	0.0505732	0.0729605	-0.468261	0.502778
chr8	61163149	61402146	CLVS1	-0.048361	2	36.8177	312	269.149	0.0151869	-0.0720465	-0.0270952	-0.712182	0.388899
chr8	61402146	61958395	CLVS1,ASPH,ASPH,LINC02155	0.0900257	2	41.7278	728	669.231	0.00843167	0.0752026	0.105833	-0.373684	0.503396
chr8	61958395	65941679	NKAIN3,GGH,TTPA,YTHDF3-AS1,YTHDF3,LOC102724612,LINC01289,LINC01414,MIR124-2HG,LOC401463,BHLHE22,CYP7B1,LINC00251,LINC01299,ARMC1,MTFR1,PDE7A	-0.00918662	2	39.3945	5065	4531.82	0.00341896	-0.0147312	-0.00257807	-0.57247	0.415086
chr8	65941679	66536704	DNAJC5B,TRIM55,CRH,LINC00967,RRS1-AS1,RRS1,ADHFE1,VXN	0.181309	2	45.6189	796	696.301	0.0084802	0.166445	0.198778	-0.353086	0.648545
chr8	66536704	70100510	MYBL1,VCPIP1,C8orf44-SGK3,MCMDC2,SNHG6,TCF24,PPP1R42,COPS5,CSPP1,ARFGEF1,LOC102724708,CPA6,PREX2,C8orf34-AS1,C8orf34,LINC01592,LINC01603,SULF1,SLCO5A1,SLCO5A1,PRDM14	-0.0363297	2	38.993	4618	4078.46	0.00366797	-0.0425804	-0.0303761	-0.56681	0.421987
chr8	70100510	70497428	NCOA2,LOC101926892	0.100518	2	45.2554	529	464.057	0.0102363	0.0783206	0.116418	-0.386307	0.53098
chr8	70497428	70990932	TRAM1,LACTB2-AS1,LACTB2,XKR9	-0.0380022	2	40.877	608	522.583	0.0112668	-0.0551813	-0.0159484	-0.720488	0.399725
chr8	70990932	72111187	EYA1,MSC,MSC-AS1,TRPA1	0.0282332	2	39.2913	1452	1316.38	0.00603916	0.0179413	0.0378153	-0.452922	0.425788
chr8	72111187	73277266	LOC392232,KCNB2,TERF1,SBSPON,C8orf89	-0.0308896	2	37.0777	1537	1362.89	0.00633437	-0.0428226	-0.0193237	-0.59337	0.405212
chr8	73277266	73515558	RPL7,RDH10,RDH10-AS1,STAU2	0.115616	2	40.5889	329	293.371	0.0144562	0.0866874	0.141758	-0.473715	0.541668
chr8	73515558	78451305	STAU2,UBE2W,LINC01617,ELOC,TMEM70,LY96,JPH1,GDAP1,GDAP1,GDAP1,MIR5681B,MIR2052HG,PI15,CRISPLD1,CASC9,HNF4G,LINC01111,ZFHX4-AS1,ZFHX4,MIR3149,PEX2,LOC102724874	-0.0246167	2	40.3557	5917	5326.49	0.00311805	-0.0295123	-0.0191449	-0.60197	0.381172
chr8	78452010	78671267	PKIA,ZC2HC1A	0.0759841	2	45.9804	269	244.683	0.013949	0.0551995	0.0989063	-0.389221	0.438221
chr8	78671267	79691411	ZC2HC1A,LOC101241902,IL7,LINC02605,MIR12123,STMN2	-0.030168	2	39.5006	1281	1146.87	0.00666715	-0.0412069	-0.0192337	-0.583857	0.382874
chr8	79691411	81862124	HEY1,LINC01607,LOC101927040,MRPS28,TPD52,MIR5708,ZBTB10,ZNF704,PAG1,PAG1,FABP5,PMP2,FABP9,FABP4,FABP12,IMPA1P1,IMPA1,SLC10A5,ZFAND1,CHMP4C,SNX16	0.0746949	2	42.4801	2882	2530	0.00461691	0.0666046	0.0820057	-0.435328	0.544943
chr8	81862124	89709449	LOC101927141,LINC01419,RALYL,LRRCC1,LOC102723322,E2F5,RBIS,CA13,CA1,CA3,CA3-AS1,CA2,PSKH2,ATP6V0D2,SLC7A13,WWP1,RMDN1,CPNE3,CNGB3,CNBD1,DCAF4L2,MMP16	-0.0487577	2	39.7146	9053	8182.01	0.0025429	-0.0530622	-0.0442632	-0.620541	0.360164
chr8	89714384	90008368	LOC101929709,RIPK2,OSGIN2,NBN,DECR1	0.113146	2	46.9922	382	333.823	0.0107284	0.0964823	0.133693	-0.350198	0.482197
chr8	90008368	90523018	DECR1,CALB1,LINC00534	-0.0463144	2	38.7173	646	581.695	0.00918878	-0.0606175	-0.0285275	-0.628805	0.34285
chr8	90523018	91423301	LINC01030,TMEM64,NECAB1,C8orf88,PIP4P2,OTUD6B-AS1,OTUD6B,LRRC69,SLC26A7	0.0473893	2	42.5114	1155	1055.07	0.00659826	0.0388696	0.0579968	-0.418242	0.467138
chr8	91423301	91970380	RUNX1T1	-0.0286881	2	38.6918	680	597.957	0.00980901	-0.0441391	-0.0151002	-0.605513	0.366007
chr8	91970380	92112085	RUNX1T1	0.103085	2	42.2816	187	175.083	0.0157078	0.0784349	0.131212	-0.338386	0.482095
chr8	92112085	92562579	-	-0.0304029	2	39.0666	567	509.254	0.0101149	-0.0471433	-0.0144217	-0.587309	0.366736
chr8	92562579	93043388	LOC102724710,FLJ46284,TRIQK,MIR8084	0.0466336	2	42.3701	574	532.738	0.00943044	0.0273072	0.0606741	-0.390163	0.469501
chr8	93043388	93060308	-	-0.210783	2	38.7344	22	15.4193	0.0552302	-0.338522	-0.120074	-0.724601	0.144432
chr8	93060308	94555610	C8orf87,LINC00535,CIBAR1,RBM12B,TMEM67,MIR378D2,PDP1,CDH17,GEM,RAD54B,VIRMA	0.0835422	2	41.3188	1970	1739.61	0.00567916	0.0733076	0.0926539	-0.483305	0.53555
chr8	94555610	94627520	-	-0.126453	2	39.8558	99	78.7855	0.0247246	-0.164826	-0.0810414	-0.631259	0.312136
chr8	94627520	97144365	LOC100288748,ESRP1,DPY19L4,INTS8,CCNE2,NDUFAF6,NDUFAF6,PLEKHF2,LINC01298,C8orf37,C8orf37-AS1,C8orf37-AS1,SRSF3P2,GDF6,UQCRB,UQCRB,MTERF3,PTDSS1,LOC102724804,LOC102724804,SDC2,CPQ,CPQ,CPQ,LOC101927066	0.104813	2	42.0573	3353	2947.82	0.00437726	0.0977488	0.112967	-0.442466	0.575505
chr8	97144365	97453155	LOC101927066	-0.00804981	2	35.3268	414	360.741	0.0121208	-0.0319693	0.0141116	-0.486493	0.474719
chr8	97453155	98002349	MTDH,LAPTM4B,MATN2	-0.0965686	2	36.4564	748	626.798	0.0105058	-0.12018	-0.0780389	-0.720635	0.424605
chr8	98002349	98804637	MATN2,RPL30,ERICH5,RIDA,POP1,NIPAL2,MIR9903,KCNS2,STK3	-0.00355119	2	39.875	1024	888.601	0.00787336	-0.0178253	0.00777554	-0.521908	0.478626
chr8	98804637	99016842	STK3,OSR2,VPS13B	0.136907	2	45.6008	281	235.333	0.0159769	0.107584	0.170767	-0.35825	0.635377
chr8	99016842	99650635	VPS13B	-0.0738523	2	42.0215	718	629.831	0.00836941	-0.0914927	-0.0579694	-0.571846	0.305048
chr8	99650635	99913600	VPS13B,COX6C	0.0378001	2	40.6667	337	304.377	0.0132733	0.00510646	0.0620977	-0.526563	0.488927
chr8	99913600	100136380	RGS22,FBXO43	-0.12566	2	38.9884	280	239.683	0.0158335	-0.146848	-0.101501	-0.73763	0.264152
chr8	100136380	100575594	FBXO43,POLR2K,SPAG1,RNF19A,MIR4471,ANKRD46,SNX31	0.0482951	2	40.6871	597	533.058	0.00949116	0.0338269	0.0666096	-0.420896	0.474082
chr8	100575594	100847018	SNX31,PABPC1	-0.0760997	2	36.9446	380	322.446	0.014091	-0.103091	-0.049533	-0.627959	0.388512
chr8	100847018	101652127	YWHAZ,FLJ42969,ZNNT1,ZNF706,NACA4P,GRHL2	0.104493	2	41.9186	1106	949.17	0.00781147	0.0904246	0.116613	-0.422474	0.625481
chr8	101652832	102574970	GRHL2,NCALD,MIR5680,RRM2B,UBR5-AS1,UBR5,LOC105375683,ODF1	0.002334	2	38.4586	1233	1074.58	0.00714853	-0.0105729	0.0122262	-0.562247	0.451195
chr8	102574970	102926059	KLF10,LOC101927245,GASAL1,AZIN1,MAILR	0.276754	3	50.3476	466	374.824	0.0114705	0.256057	0.2985	-0.215438	0.755124
chr8	102926059	103013479	MAILR	-0.0568431	2	38.0863	121	103.919	0.0233228	-0.0909768	-0.0194487	-0.507557	0.344692
chr8	103013479	103455513	ATP6V1C1,LINC01181,BAALC,LOC105369147,FZD6,CTHRC1,SLC25A32,DCAF13	0.0490574	2	39.3773	599	533.988	0.00961428	0.0314064	0.0674822	-0.401314	0.487264
chr8	103455513	106078813	LOC105375690,RIMS2,DCSTAMP,DPYS,MIR548A3,LRP12,ZFPM2,ZFPM2-AS1	-0.0290105	2	39.4754	3228	2918.07	0.00407988	-0.0367211	-0.0224651	-0.527255	0.390099
chr8	106078813	109770187	OXR1,ABRA,ANGPT1,RSPO2,EIF3E,EMC2,TMEM74,TRHR,NUDCD1,ENY2,PKHD1L1,EBAG9,SYBU	0.057926	2	42.7665	4715	4275.5	0.00335693	0.0521779	0.0651626	-0.469506	0.468031
chr8	109775122	115421456	KCNV1,LINC01608,LINC01609,LINC02237,CSMD3,TRPS1	-0.0406234	2	40.6201	6213	5684.21	0.00289762	-0.0454187	-0.035703	-0.563747	0.355952
chr8	115421456	118123011	TRPS1,LINC00536,EIF3H,UTP23,RAD21,RAD21-AS1,AARD,SLC30A8,MED30,EXT1,EXT1	0.0311981	2	39.8708	3587	3246.5	0.00392824	0.0245253	0.0382105	-0.496708	0.451851
chr8	118123011	119499873	SAMD12,SAMD12-AS1,TNFRSF11B,COLEC10,MAL2,MAL2-AS1,MIR548AZ,CCN3	-0.00191519	2	38.1433	1810	1619.7	0.00592331	-0.0116471	0.00887328	-0.576934	0.42456
chr8	119499873	119879163	ENPP2,TAF2,DSCC1,DEPTOR	0.109998	2	44.3458	503	432.05	0.0107591	0.0917591	0.127779	-0.429209	0.512916
chr8	119879163	120044837	DEPTOR	-0.0154417	2	40.2652	233	193.846	0.0177893	-0.0552517	0.00888037	-0.540011	0.413447
chr8	120044837	121448490	DEPTOR,COL14A1,MRPL13,MTBP,SNTB1,-	0.0968888	2	43.3449	1792	1603.09	0.00532629	0.0869131	0.10674	-0.408097	0.505499
chr8	121448490	121717799	HAS2,HAS2-AS1	-0.0158702	2	39.895	358	318.26	0.0130728	-0.0391516	0.00630344	-0.499435	0.450183
chr8	121717799	121833419	-	0.135754	2	44.3311	155	138.664	0.0167621	0.108929	0.170342	-0.289182	0.511101
